Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2024-01-01,59.29,110.75,7.15,18.62,19.56,17.39,14.17,1.33,15.19,1.96,2.96,,,0.53,0.46,26.64,75.55,1.5,156.63,0.0,0.0,114.82,859.84,-0.47
2024-01-02,46.35,90.18,7.71,16.56,19.8,16.99,12.66,1.13,15.45,1.89,3.09,,,0.39,0.43,27.09,75.8,1.31,186.39,0.0,0.0,100.81,858.83,-0.48
2024-01-03,54.14,106.41,9.39,18.44,22.62,16.91,13.0,1.07,14.55,1.62,3.48,,,0.42,0.52,27.1,79.37,1.21,155.9,0.0,0.0,75.69,857.45,-0.48
2024-01-04,47.89,92.73,10.56,21.32,26.41,17.26,13.55,1.19,13.17,1.96,6.29,,,0.4,0.47,27.16,83.49,1.15,175.4,0.01,0.0,80.65,857.29,-0.48
2024-01-05,38.64,81.63,8.9,18.12,21.96,18.22,14.0,0.97,13.19,1.8,7.0,,,0.46,0.41,27.44,81.54,1.54,155.04,0.0,0.0,87.78,857.11,-0.46
2024-01-06,24.76,56.71,6.1,15.9,18.47,15.02,14.41,1.43,13.41,1.33,2.91,,,0.42,0.38,27.37,84.14,1.95,128.75,0.0,0.0,65.92,856.86,-0.45
2024-01-07,26.45,56.52,9.51,19.52,25.06,27.24,13.57,1.07,13.22,1.19,2.13,,,0.37,0.32,24.51,88.8,1.83,130.85,0.19,0.1,51.96,856.72,-0.45
2024-01-08,32.79,65.18,13.36,26.78,31.06,17.88,13.92,1.36,14.16,1.18,2.1,,,0.43,0.37,27.21,88.39,1.35,150.18,0.1,0.06,53.12,858.17,-0.47
2024-01-09,38.77,79.12,5.41,14.68,16.96,16.21,13.03,1.3,18.22,1.18,1.8,,,0.43,0.37,27.77,82.95,1.57,141.36,0.0,0.0,124.64,858.97,-0.46
2024-01-10,42.83,87.55,11.92,21.08,30.07,13.96,13.6,1.14,22.81,1.66,5.12,,,0.38,0.36,27.77,80.15,1.4,157.4,0.0,0.0,139.27,858.81,-0.47
2024-01-11,45.95,95.91,12.33,21.52,30.32,14.86,15.07,1.05,20.57,1.64,4.04,,,0.43,0.4,27.6,78.92,1.47,148.36,0.0,0.0,146.16,859.11,-0.47
2024-01-12,52.51,107.95,11.71,19.22,27.48,18.03,14.19,1.07,18.72,1.88,3.72,,,0.46,0.45,27.62,81.13,1.2,151.44,0.0,0.0,140.09,858.84,-0.48
2024-01-13,74.43,148.88,11.53,18.77,26.68,16.7,14.65,1.02,18.06,1.7,3.69,,,0.47,0.48,27.09,83.7,1.13,155.88,0.0,0.0,131.85,858.8,-0.48
2024-01-14,114.38,209.42,14.42,21.48,31.03,19.22,16.28,1.09,15.7,4.57,4.15,,,0.62,0.64,26.45,80.19,0.99,146.32,0.0,0.0,136.61,858.28,-0.48
2024-01-15,73.25,142.3,11.35,16.79,24.56,17.11,14.04,0.74,13.5,2.08,2.97,,,0.46,0.51,27.12,79.4,0.91,150.61,0.0,0.0,138.49,858.11,-0.49
2024-01-16,43.02,91.18,11.17,16.92,24.83,15.54,13.77,1.24,14.12,1.53,2.49,,,0.48,0.5,27.08,72.62,1.04,156.93,0.0,0.0,160.48,857.41,-0.49
2024-01-17,28.78,67.89,12.09,17.52,26.04,14.99,12.59,1.06,13.87,3.63,2.86,,,0.45,0.65,26.26,73.85,1.0,182.35,0.0,0.0,157.68,857.46,-0.49
2024-01-18,35.24,79.35,15.0,19.1,29.63,16.63,8.89,0.79,12.12,2.13,3.25,,,0.46,0.59,25.74,78.3,0.94,171.57,0.0,0.0,150.78,857.65,-0.48
2024-01-19,32.74,75.32,10.94,17.98,24.4,16.76,7.19,1.04,13.26,2.0,4.34,,,0.47,0.56,,80.45,1.09,189.3,0.0,0.0,136.74,832.0,-0.48
2024-01-20,36.1,83.63,8.71,15.44,20.03,15.98,7.33,0.82,12.8,1.92,4.85,,,0.44,0.47,,78.06,1.09,191.88,0.0,0.0,138.48,832.42,-0.48
2024-01-21,31.47,74.35,11.79,15.57,21.79,15.28,6.72,1.08,12.88,2.42,6.57,,,0.51,0.58,,75.68,0.85,173.41,0.0,0.0,151.8,832.59,-0.49
2024-01-22,35.43,79.38,17.14,17.79,30.71,16.53,6.69,0.96,11.08,2.46,5.12,,,0.49,0.58,28.36,77.44,0.93,156.38,0.0,0.0,148.96,858.96,-0.49
2024-01-23,46.29,92.71,14.77,17.88,29.18,19.51,4.75,0.83,9.81,2.2,3.79,,,0.49,0.75,27.91,76.82,1.18,172.62,0.0,0.0,143.96,858.84,-0.49
2024-01-24,52.78,111.4,13.9,19.6,28.94,17.78,4.91,0.96,7.78,2.4,5.44,,,0.7,1.16,27.95,74.67,1.16,151.86,0.0,0.0,156.07,858.78,-0.48
2024-01-25,51.29,103.59,12.89,16.45,25.13,16.58,4.79,0.91,7.74,2.08,4.16,,,0.59,0.79,28.18,74.52,1.09,133.48,0.0,0.0,157.65,859.42,-0.48
2024-01-26,51.33,110.18,14.78,16.75,27.55,18.35,5.06,0.96,11.08,2.54,4.39,,,0.46,0.5,27.32,77.41,1.1,169.14,0.0,0.0,126.36,860.46,-0.48
2024-01-27,45.46,92.2,10.74,14.72,21.99,20.16,5.92,0.86,7.67,2.23,3.32,,,0.44,0.41,27.92,76.18,1.45,175.77,0.0,0.0,157.32,860.36,-0.46
2024-01-28,41.71,83.39,8.99,13.16,19.21,17.36,4.41,0.91,11.51,2.22,2.41,,,0.63,1.13,28.02,72.88,1.51,157.99,0.0,0.0,132.56,860.23,-0.47
2024-01-29,52.01,108.34,10.31,16.23,23.66,16.76,6.28,0.91,14.54,2.26,3.12,,,0.52,0.59,27.53,67.82,1.49,134.36,0.0,0.0,157.56,859.59,-0.47
2024-01-30,52.02,116.29,11.25,17.82,25.0,16.73,6.84,0.88,11.32,2.44,4.65,,,0.56,0.55,26.75,73.61,1.35,185.86,0.0,0.0,154.38,859.12,-0.47
2024-01-31,40.49,87.42,11.4,16.33,23.84,15.81,5.42,0.91,9.4,2.48,3.98,,,0.58,0.63,27.17,78.9,1.13,181.21,0.0,0.0,164.65,859.04,-0.48
2024-02-01,27.58,59.12,9.41,13.63,19.68,15.89,4.84,0.89,8.43,2.02,6.6,,,0.51,0.6,28.02,83.27,1.27,165.19,0.0,0.0,133.76,859.01,-0.48
2024-02-02,23.1,48.97,7.42,11.87,16.31,16.01,4.29,0.97,8.61,1.51,3.32,,,0.49,0.55,28.37,80.61,1.31,164.76,0.0,0.0,152.03,858.88,-0.48
2024-02-03,29.82,62.15,8.49,14.31,18.8,17.24,5.02,0.9,10.05,1.67,2.89,,,0.43,0.56,28.23,77.06,1.16,143.76,0.0,0.0,158.98,859.28,-0.48
2024-02-04,27.69,56.25,11.19,14.86,21.72,17.1,6.84,0.85,8.88,1.4,2.93,,,0.37,0.43,27.89,75.36,1.08,174.33,0.0,0.0,163.3,860.14,-0.48
2024-02-05,35.78,74.7,10.89,15.8,22.2,16.92,6.76,0.91,9.11,1.41,2.48,,,0.31,0.37,26.9,75.36,1.11,177.86,0.0,0.0,149.53,860.21,-0.48
2024-02-06,47.01,94.73,13.56,17.21,26.25,17.04,7.43,0.94,8.93,1.79,3.84,,,0.36,0.54,27.53,76.7,1.0,170.4,0.0,0.0,162.18,859.91,-0.49
2024-02-07,53.38,109.05,18.04,17.88,31.14,18.09,9.14,1.01,8.41,2.78,6.4,,,0.44,0.61,27.03,76.24,0.92,160.87,0.0,0.0,169.37,859.59,-0.49
2024-02-08,41.1,92.62,15.13,16.45,27.16,18.7,6.22,0.94,8.03,2.88,6.48,,,0.56,0.97,27.07,79.67,0.95,169.22,0.0,0.0,159.82,858.85,-0.49
2024-02-09,38.67,87.72,17.25,16.39,28.93,20.31,7.94,0.97,7.79,1.43,3.61,,,0.41,0.65,27.91,77.76,1.07,165.04,0.0,0.0,160.64,859.46,-0.49
2024-02-10,50.71,91.41,11.02,13.52,21.6,20.22,7.25,0.94,8.82,1.25,2.21,,,0.32,0.4,28.65,75.16,1.25,172.54,0.0,0.0,158.56,860.6,-0.48
2024-02-11,45.07,91.08,8.7,13.85,19.97,17.78,7.13,0.93,13.18,0.89,1.32,,,0.29,0.29,27.36,72.61,1.34,172.64,0.0,0.0,127.18,860.41,-0.47
2024-02-12,25.46,65.6,12.41,14.42,21.48,23.79,7.39,0.92,11.13,1.22,1.92,,,0.36,0.33,29.55,72.84,1.34,157.89,0.0,0.0,205.25,860.29,-0.47
2024-02-13,30.28,76.32,11.2,15.76,22.85,20.83,7.58,1.02,8.67,1.54,4.29,,,0.36,0.4,28.16,76.96,1.46,154.11,0.0,0.0,139.21,859.8,-0.46
2024-02-14,30.73,73.28,10.11,15.22,20.73,21.23,7.19,0.97,9.89,1.22,2.79,,,0.36,0.36,28.3,75.05,1.4,185.48,0.0,0.0,176.24,859.35,-0.47
2024-02-15,39.42,87.73,10.53,16.57,22.68,19.55,7.21,0.98,9.9,1.36,2.84,,,0.56,0.51,29.04,74.36,1.32,177.16,0.0,0.0,179.4,859.31,-0.47
2024-02-16,35.42,84.2,10.07,15.38,21.2,24.84,6.87,0.93,9.65,1.09,2.24,,,0.45,0.46,27.58,73.78,1.44,171.15,0.0,0.0,154.13,859.43,-0.46
2024-02-17,34.2,80.58,12.26,12.87,18.35,24.76,7.02,0.88,9.01,1.3,2.24,,,0.35,0.36,30.13,75.76,1.56,162.08,0.0,0.0,252.08,858.96,-0.47
2024-02-18,41.68,89.83,10.73,14.45,20.96,22.38,6.67,0.96,9.75,1.37,3.42,,,0.43,0.58,,76.74,1.04,176.4,0.0,0.0,171.78,832.34,-0.49
2024-02-19,38.68,82.78,8.97,14.59,19.55,20.81,6.48,0.96,10.46,1.25,2.55,,,0.51,0.62,,74.67,1.12,162.06,0.0,0.0,161.15,832.53,-0.48
2024-02-20,41.01,96.78,9.04,17.7,20.46,24.65,7.9,0.94,9.16,1.41,3.85,,,0.56,0.79,30.98,75.15,1.36,125.43,0.0,0.0,235.3,857.76,-0.48
2024-02-21,44.09,97.96,8.4,19.91,21.7,19.02,6.77,0.9,8.62,1.26,3.38,,,0.54,0.78,29.66,76.35,1.61,151.1,0.0,0.0,189.68,857.1,-0.47
2024-02-22,39.19,87.53,6.61,17.66,17.39,18.48,6.81,0.97,8.56,1.07,2.81,,,0.39,0.47,29.06,78.58,1.77,130.84,0.0,0.0,164.93,857.21,-0.46
2024-02-23,35.94,78.23,6.8,15.69,16.32,18.54,7.34,0.94,8.93,0.98,2.31,,,0.43,0.44,30.43,79.34,1.79,151.05,0.0,0.0,167.62,876.92,-0.46
2024-02-24,32.33,66.74,7.22,15.35,16.37,22.02,7.46,1.13,9.35,0.94,1.83,,,0.4,0.49,30.48,75.83,1.56,146.87,0.0,0.0,179.79,877.23,-0.47
2024-02-25,26.33,57.83,7.57,12.52,16.29,19.42,6.29,0.87,9.72,0.86,1.53,,,0.43,0.48,,69.8,1.05,167.98,0.0,0.0,145.92,850.48,-0.48
2024-02-26,26.09,58.63,6.05,13.12,12.78,16.36,7.69,1.07,8.91,1.11,1.4,,,0.41,0.52,29.46,73.31,1.78,151.84,0.0,0.0,173.72,859.3,-0.46
2024-02-27,24.32,56.72,6.99,14.28,15.36,16.81,8.65,1.04,11.05,1.07,1.55,,,0.44,0.44,28.79,73.5,1.57,154.08,0.0,0.0,173.66,858.66,-0.46
2024-02-28,28.25,67.08,7.55,13.62,13.98,13.37,7.47,1.05,10.32,1.08,2.07,,,0.47,0.42,28.49,75.51,1.4,151.36,0.0,0.0,191.24,858.02,-0.47
2024-02-29,33.17,82.74,8.57,14.72,16.67,21.32,12.14,1.42,11.88,1.4,2.99,,,0.65,0.59,28.82,76.6,1.23,167.86,0.0,0.0,136.3,858.71,-0.48
2024-03-01,40.95,89.92,7.83,14.61,15.85,21.23,8.92,0.85,13.04,1.28,3.15,,,0.64,0.65,28.94,75.82,1.14,141.33,0.0,0.0,186.61,859.16,-0.48
2024-03-02,48.86,105.62,13.76,17.29,20.71,28.85,6.68,1.0,11.95,1.76,6.37,,,0.66,0.82,28.27,76.56,1.14,144.69,0.0,0.0,172.54,858.9,-0.48
2024-03-03,39.59,78.05,5.0,10.35,11.65,18.25,5.06,0.98,9.82,1.24,2.44,,,0.68,0.74,,72.0,1.27,142.1,0.0,0.0,179.04,833.07,-0.48
2024-03-04,40.22,80.69,7.37,12.11,13.83,23.13,5.62,0.88,6.98,1.2,2.68,,,0.57,0.66,,72.81,1.11,134.26,0.0,0.0,171.6,832.56,-0.48
2024-03-05,34.22,75.33,6.1,13.37,12.02,16.39,5.28,0.89,10.31,1.09,2.87,,,0.54,0.72,29.11,74.2,1.13,140.43,0.01,0.0,176.45,858.22,-0.48
2024-03-06,37.25,87.5,9.47,15.12,16.56,15.66,6.04,1.04,9.6,1.27,3.54,,,0.6,0.68,26.31,75.05,1.09,173.36,0.0,0.0,147.62,858.44,-0.48
2024-03-07,31.95,70.47,5.24,13.23,14.19,25.1,5.13,1.32,6.26,1.32,4.41,,,0.64,0.84,,73.32,1.4,162.99,0.0,0.0,162.86,832.12,-0.48
2024-03-08,34.66,74.3,4.14,11.0,11.03,22.7,4.55,1.24,7.4,1.23,3.51,,,0.62,0.76,,75.72,1.58,134.39,0.0,0.0,169.64,832.94,-0.47
2024-03-09,34.62,72.9,4.53,10.22,11.14,21.98,4.64,1.16,7.15,1.11,3.01,,,0.72,0.89,,76.89,1.33,148.51,0.0,0.0,163.23,833.54,-0.48
2024-03-10,29.34,58.78,3.67,9.07,9.99,21.34,4.52,1.03,7.14,0.98,2.17,,,0.53,0.67,,73.06,1.3,149.35,0.0,0.0,175.25,834.81,-0.48
2024-03-11,30.5,64.47,2.53,8.74,8.74,20.04,4.77,1.18,8.51,1.08,2.23,,,0.56,0.62,,71.88,1.34,146.13,0.0,0.0,175.23,836.44,-0.48
2024-03-12,28.84,71.42,3.64,12.48,12.38,19.61,4.95,1.03,8.14,1.04,2.76,,,0.61,0.67,,74.74,1.6,134.81,0.0,0.0,169.98,834.05,-0.47
2024-03-13,32.72,77.78,2.45,11.23,9.96,18.2,4.45,0.95,8.58,1.09,2.87,,,0.76,0.72,,75.83,1.85,148.05,0.0,0.0,166.36,833.78,-0.46
2024-03-14,36.0,77.0,2.23,9.17,8.27,18.45,4.24,1.1,8.94,1.03,2.27,,,0.73,0.73,,75.01,1.87,169.11,0.0,0.0,169.04,834.64,-0.47
2024-03-15,30.71,70.37,2.81,9.47,8.83,17.06,4.37,1.12,8.83,1.14,2.56,,,0.64,0.74,,72.71,1.7,147.71,0.0,0.0,165.32,833.59,-0.47
2024-03-16,23.47,56.64,2.64,8.78,8.21,17.37,4.38,1.04,7.7,0.91,2.18,,,0.77,0.71,,76.78,1.79,170.5,0.0,0.0,161.95,834.16,-0.47
2024-03-17,15.1,34.35,2.79,6.86,7.15,15.86,3.98,1.07,7.84,0.9,1.76,,,0.63,0.64,,73.29,1.45,155.1,0.0,0.0,174.02,834.08,-0.48
2024-03-18,17.32,40.93,3.3,8.42,8.68,14.73,3.82,1.25,7.85,1.0,2.12,,,0.77,0.83,,74.19,1.38,159.14,0.0,0.0,166.18,833.77,-0.48
2024-03-19,28.6,64.79,3.31,9.21,9.16,16.62,4.45,1.24,7.94,1.04,2.37,,,0.88,0.88,,75.38,1.37,159.99,0.0,0.0,168.49,833.74,-0.48
2024-03-20,32.27,68.4,3.04,8.36,7.88,18.18,4.84,1.14,8.36,1.93,5.79,,,0.78,0.85,,71.61,1.44,172.94,0.0,0.0,182.79,835.8,-0.48
2024-03-21,25.23,53.62,2.41,7.16,6.96,15.41,4.66,1.07,8.03,0.9,2.97,,,0.7,0.74,,72.62,1.53,224.71,0.0,0.0,172.81,835.52,-0.47
2024-03-22,26.88,53.57,2.51,7.22,7.08,17.75,4.27,1.11,8.14,1.06,2.81,,,0.82,0.79,,73.89,1.19,164.01,0.0,0.0,178.25,834.67,-0.48
2024-03-23,30.0,63.61,3.36,9.02,9.01,16.64,5.01,1.02,7.88,1.15,2.87,,,0.83,0.9,,73.28,1.35,163.67,0.0,0.0,167.78,834.05,-0.48
2024-03-24,26.27,55.49,3.95,8.57,9.42,13.85,4.85,1.15,7.89,1.15,2.83,,,0.78,0.8,,73.61,1.27,196.48,0.0,0.0,170.68,835.64,-0.48
2024-03-25,21.42,43.88,3.57,7.39,8.42,18.1,5.42,1.07,7.96,0.95,2.09,,,0.68,0.73,,72.53,1.05,170.42,0.0,0.0,175.12,835.68,-0.49
2024-03-26,20.53,43.63,3.47,7.8,8.63,13.49,4.83,1.17,7.78,1.28,2.86,,,0.76,0.95,,69.37,1.28,172.63,0.0,0.0,172.55,836.39,-0.48
2024-03-27,22.09,50.05,4.9,9.04,10.16,15.8,4.67,1.12,8.09,1.74,5.91,,,0.74,0.81,,72.61,1.29,165.59,0.0,0.0,176.7,838.15,-0.48
2024-03-28,27.31,59.56,6.45,9.1,11.59,16.71,5.02,0.98,7.89,1.19,3.47,,,0.72,0.77,,75.92,1.26,188.36,0.0,0.0,172.94,837.28,-0.48
2024-03-29,17.61,48.12,3.37,8.46,8.75,16.83,4.92,1.05,8.82,1.05,2.96,,,0.7,0.78,,77.5,1.69,154.27,0.0,0.0,158.22,836.42,-0.47
2024-03-30,16.09,44.69,3.76,9.07,9.49,16.16,4.58,1.11,9.22,1.04,3.01,,,0.7,0.68,,72.46,1.63,156.94,0.0,0.0,159.15,835.61,-0.47
2024-03-31,16.24,44.07,4.65,9.44,10.95,17.53,5.06,1.16,8.3,1.02,2.36,,,0.6,0.62,,75.69,1.53,176.12,0.0,0.0,155.65,836.02,-0.47
2024-04-01,14.34,38.68,4.04,7.98,9.04,21.66,4.72,1.07,10.17,0.88,1.96,,,0.6,0.58,,75.33,1.6,150.57,0.0,0.0,151.95,834.95,-0.47
2024-04-02,21.8,50.75,3.93,8.27,9.12,21.03,4.48,1.19,9.5,0.98,4.2,,,0.68,0.67,,76.59,1.9,155.27,0.0,0.0,156.32,834.16,-0.46
2024-04-03,17.77,47.28,5.06,8.54,10.51,18.66,4.77,1.09,9.91,1.04,3.23,,,0.68,0.7,,75.45,2.01,151.84,0.0,0.0,169.7,834.28,-0.46
2024-04-04,14.48,37.27,4.66,8.71,10.38,18.36,4.61,1.21,10.47,0.96,2.94,,,0.85,0.83,,78.09,1.82,154.51,0.0,0.0,155.48,834.92,-0.46
2024-04-05,13.79,35.5,4.75,8.52,10.23,16.64,4.49,1.17,11.1,1.09,3.28,,,0.62,0.74,,78.18,1.75,166.64,0.0,0.0,155.3,834.41,-0.47
2024-04-06,17.75,45.36,4.47,9.84,10.81,17.17,4.89,1.11,10.75,1.09,3.74,,,0.73,0.86,,75.68,1.61,164.44,0.0,0.0,151.02,833.39,-0.47
2024-04-07,17.34,42.74,3.55,7.9,9.18,17.72,4.79,1.18,12.35,0.96,3.1,,,0.66,0.75,,76.58,1.81,161.22,0.0,0.0,156.62,834.7,-0.47
2024-04-08,19.05,44.08,3.12,7.13,8.14,18.46,4.6,1.05,11.87,0.93,2.44,,,0.66,0.79,,77.66,1.88,173.9,0.0,0.0,156.08,836.95,-0.47
2024-04-09,22.48,47.5,3.16,6.64,7.65,19.7,4.61,1.11,13.13,1.82,5.94,,,0.66,0.89,,73.45,1.28,161.88,0.0,0.0,151.19,837.95,-0.48
2024-04-10,29.59,61.24,4.39,7.47,9.32,19.29,4.93,1.19,14.98,1.15,3.7,,,0.63,0.78,,76.83,1.08,158.18,0.0,0.0,140.66,837.79,-0.48
2024-04-11,22.64,45.78,3.64,6.84,8.3,16.49,5.57,1.01,11.8,0.88,2.28,,,0.66,0.65,,72.94,1.28,196.41,0.0,0.0,160.52,838.08,-0.48
2024-04-12,17.25,37.19,3.11,6.48,7.68,15.42,4.97,1.16,13.26,0.84,2.13,,,0.65,0.69,,74.6,1.46,215.83,0.0,0.0,160.64,838.23,-0.48
2024-04-13,23.04,47.41,3.84,8.23,9.47,20.81,5.38,1.09,14.26,1.0,2.38,,,0.65,0.66,,73.73,1.13,189.82,0.0,0.0,159.0,837.98,-0.48
2024-04-14,35.44,63.17,2.74,6.16,7.16,18.64,4.92,1.17,16.31,0.9,1.69,,,0.6,0.59,,72.59,1.16,163.95,0.0,0.0,159.32,833.77,-0.49
2024-04-15,24.49,48.88,3.7,7.81,9.18,17.57,4.18,1.15,11.6,0.94,2.3,,,0.59,0.65,,73.92,1.14,162.01,0.0,0.0,159.28,833.63,-0.48
2024-04-16,23.84,56.86,4.12,9.3,10.64,18.17,4.41,1.16,11.66,1.05,3.19,,,0.68,0.79,,72.03,1.54,142.16,0.0,0.0,159.6,832.7,-0.47
2024-04-17,24.58,52.4,3.5,9.37,10.59,15.62,4.06,1.01,10.26,0.9,2.58,,,0.64,0.78,,77.15,1.89,128.53,0.0,0.0,134.36,832.22,-0.46
2024-04-18,15.54,38.65,3.17,7.59,8.68,17.69,4.15,0.96,11.8,0.83,4.38,,,0.56,0.59,,76.7,2.09,127.09,0.0,0.0,148.08,832.01,-0.45
2024-04-19,13.62,29.98,2.74,5.95,7.53,20.1,4.61,1.15,12.05,0.72,1.58,,,0.53,0.53,,78.15,2.33,118.65,0.0,0.0,158.55,849.13,-0.45
2024-04-20,14.68,34.4,2.82,6.95,7.86,19.04,4.32,1.08,10.36,0.84,2.44,,,0.59,0.62,,78.07,2.07,127.92,0.0,0.0,148.55,831.41,-0.46
2024-04-21,13.35,29.19,2.97,6.73,7.97,16.69,4.13,1.16,12.61,0.73,1.8,,,0.53,0.57,,78.7,2.01,141.84,0.0,0.0,157.75,831.89,-0.46
2024-04-22,13.73,32.34,3.14,8.18,9.29,17.17,4.06,1.06,14.53,0.8,1.99,,,0.64,0.64,,76.36,1.84,147.54,0.0,0.0,162.01,831.93,-0.46
2024-04-23,12.92,31.69,4.6,9.97,11.84,21.22,3.99,1.24,12.8,0.85,4.01,,,0.63,0.74,,73.68,1.57,175.77,0.0,0.0,159.27,831.39,-0.47
2024-04-24,15.26,36.67,4.7,10.34,11.87,20.27,4.21,1.1,13.38,0.87,2.68,,,0.62,0.74,,76.51,1.66,144.91,0.0,0.0,164.26,831.04,-0.47
2024-04-25,13.19,32.27,3.86,8.65,10.08,20.67,3.95,1.08,13.79,0.81,2.3,,,0.56,0.66,,76.66,1.67,166.9,0.0,0.0,171.68,831.72,-0.47
2024-04-26,15.54,44.86,4.57,8.78,10.72,22.1,4.54,1.15,13.73,0.85,2.54,,,0.58,0.64,,76.19,1.7,162.05,0.0,0.0,161.29,831.51,-0.47
2024-04-27,18.95,47.34,4.63,8.39,10.28,24.66,3.99,0.95,13.9,0.81,2.49,,,0.65,0.66,,75.44,1.62,128.68,0.0,0.0,161.57,831.49,-0.47
2024-04-28,15.03,36.02,5.45,7.61,10.28,22.37,4.37,0.99,12.99,0.84,2.33,,,0.58,0.64,,77.24,1.83,127.08,0.0,0.0,161.68,831.58,-0.47
2024-04-29,12.94,29.4,5.39,7.54,10.18,22.63,4.49,0.91,13.52,1.51,4.06,,,0.67,0.73,,77.16,1.78,134.15,0.0,0.0,158.13,832.59,-0.46
2024-04-30,14.09,36.34,4.68,8.34,10.71,23.38,4.41,1.14,16.42,0.86,2.44,,,0.59,0.67,,75.48,1.89,126.68,0.0,0.0,153.93,831.81,-0.46
